Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,source,Outlet_Years,Item_Visible_Avg,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,New_Item_Type_1,New_Item_Type_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDT23,7.72,0.075154189,Breads,77.7986,OUT017,2007,,test,2,0.9348909831915017,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO51,6.785,0.042067625,Meat,41.4112,OUT045,2002,,test,7,1.0388202823080441,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA44,19.7,0.053222716,Fruits and Vegetables,57.293,OUT046,1997,,test,12,0.9296326111256018,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCJ31,19.2,0.183397827,Others,239.9196,OUT018,2009,,test,1,0.9334195351718542,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX37,16.2,0.063157164,Canned,99.47,OUT045,2002,,test,7,1.0387207033742154,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCD18,16.0,0.0,Household,229.3668,OUT049,1999,,test,10,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDN40,12.792854228644991,0.086038118,Frozen Foods,154.0998,OUT027,1985,,test,24,1.1361138349165334,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDL33,7.235,0.100527952,Snack Foods,194.9452,OUT017,2007,,test,2,1.0425591736980349,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF48,5.73,0.051791671,Soft Drinks,188.4898,OUT035,2004,,test,5,1.284104720720904,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW08,12.1,0.148353512,Fruits and Vegetables,105.128,OUT035,2004,,test,5,1.1423485141706329,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX39,14.3,0.049878516,Meat,212.9586,OUT018,2009,,test,1,0.9334195299236991,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB38,19.5,0.0,Canned,161.392,OUT049,1999,,test,10,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY46,18.6,0.048085022,Snack Foods,186.0898,OUT018,2009,,test,1,1.0031395295751844,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCB06,17.6,0.082460079,Health and Hygiene,158.492,OUT049,1999,,test,10,0.931077938134285,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDA34,11.5,0.014857747,Starchy Foods,172.808,OUT035,2004,,test,5,0.9988808367493898,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA35,14.85,0.053946745,Baking Goods,120.5072,OUT045,2002,,test,7,1.0010958950044802,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ07,15.1,0.087390335,Fruits and Vegetables,219.1456,OUT035,2004,,test,5,0.9221155195834193,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU32,8.785,0.026020287,Fruits and Vegetables,122.1414,OUT045,2002,,test,7,1.1439783385474487,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU26,16.7,0.04258349,Dairy,121.1782,OUT013,1987,,test,22,0.8740008718768011,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU13,8.355,0.313934693,Canned,146.5418,OUT010,1998,,test,11,1.6043357493136745,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDO09,13.5,0.125250986,Snack Foods,263.691,OUT035,2004,,test,5,1.0327298035313843,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW03,12.792854228644991,0.042968607,Meat,102.8306,OUT019,1985,,test,24,1.531537187234962,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB38,19.5,0.027323943,Canned,160.592,OUT013,1987,,test,22,1.151156237825499,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL26,18.0,0.122509775,Canned,154.8972,OUT010,1998,,test,11,1.7352152356454995,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCN43,12.15,0.006773451,Others,123.673,OUT045,2002,,test,7,0.9605224065824401,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
FDH08,7.51,0.017464427,Fruits and Vegetables,231.201,OUT045,2002,,test,7,0.8765027835911529,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCC31,12.792854228644991,0.034790615,Household,157.5972,OUT019,1985,,test,24,1.6782131786337882,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDH14,17.1,0.046799702,Canned,139.5838,OUT035,2004,,test,5,0.8745633838307638,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL40,17.7,0.0,Frozen Foods,98.441,OUT017,2007,,test,2,0.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDD20,14.15,0.020710606,Fruits and Vegetables,122.9046,OUT035,2004,,test,5,1.1599336621244654,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCV53,8.27,0.018810044,Health and Hygiene,240.488,OUT035,2004,,test,5,1.035943901575169,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDD16,20.5,0.036426823,Frozen Foods,73.4696,OUT045,2002,,test,7,0.8765027597579153,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP24,20.6,0.082988383,Baking Goods,120.0756,OUT035,2004,,test,5,0.9294568200325978,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ25,8.63,0.028334038,Canned,172.9422,OUT045,2002,,test,7,0.9315179296742055,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM38,5.885,0.092753767,Canned,52.9982,OUT035,2004,,test,5,0.9988808398591468,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCT18,14.6,0.099432046,Household,179.5976,OUT010,1998,,test,11,1.4641166693591694,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDM34,19.0,0.067552435,Snack Foods,132.5626,OUT049,1999,,test,10,0.9600513361520665,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DRH37,17.6,0.06965725,Soft Drinks,166.4526,OUT010,1998,,test,11,1.4641166736279763,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCE07,8.18,0.013119104,Household,143.4154,OUT013,1987,,test,22,0.9579669011806154,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDG12,6.635,0.006320842,Baking Goods,118.9098,OUT013,1987,,test,22,1.2836502746415497,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB59,18.25,0.025573744,Snack Foods,198.4084,OUT010,1998,,test,11,1.735086686564812,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDS10,19.2,0.0,Snack Foods,179.1318,OUT018,2009,,test,1,0.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDN21,18.6,0.0,Snack Foods,161.5236,OUT010,1998,,test,11,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDM02,12.5,0.073884594,Canned,88.4198,OUT045,2002,,test,7,0.9315179196803857,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO44,12.6,0.087589175,Fruits and Vegetables,112.3228,OUT049,1999,,test,10,1.1440823149834838,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
NCN17,11.0,0.055249787,Health and Hygiene,102.3358,OUT017,2007,,test,2,1.1484322528485083,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDH16,10.5,0.052769434,Frozen Foods,91.883,OUT018,2009,,test,1,0.9334195281113026,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDL44,18.25,0.012275118,Fruits and Vegetables,160.3894,OUT046,1997,,test,12,0.9222898983700148,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY47,8.6,0.054792647,Breads,128.231,OUT017,2007,,test,2,0.9641441994074135,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRI39,13.8,0.097062093,Dairy,54.993,OUT046,1997,,test,12,0.9296326081635247,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCX54,9.195,0.048255647,Household,104.3622,OUT018,2009,,test,1,0.9334195423345409,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDE59,12.15,0.062287818,Starchy Foods,36.2532,OUT046,1997,,test,12,0.9296326080342497,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO46,9.6,0.014241321,Snack Foods,188.6872,OUT045,2002,,test,7,1.0394975510935687,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRE13,6.28,0.027705102,Soft Drinks,88.0198,OUT046,1997,,test,12,0.8747287853476506,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW14,8.3,0.038179738,Dairy,88.7198,OUT013,1987,,test,22,1.1230181373478059,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF35,15.0,0.153989327,Starchy Foods,107.7938,OUT046,1997,,test,12,0.9990697505023655,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDO50,12.792854228644991,0.136863372,Canned,90.3804,OUT019,1985,,test,24,2.0336394750950118,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DRF49,7.27,0.071479984,Soft Drinks,114.9518,OUT017,2007,,test,2,0.9275067579894534,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT60,12.0,0.075665767,Baking Goods,125.8388,OUT049,1999,,test,10,0.876088756037159,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDP38,10.1,0.032167198,Canned,48.7008,OUT045,2002,,test,7,0.8765027729015132,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA31,12.792854228644991,0.10947895,Fruits and Vegetables,172.608,OUT027,1985,,test,24,0.9251308136972635,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDY52,6.365,0.012299525,Frozen Foods,62.5536,OUT010,1998,,test,11,1.7755994485612434,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDD03,12.792854228644991,0.079419801,Dairy,231.93,OUT027,1985,,test,24,0.9942317124747916,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDN52,9.395,0.132105843,Frozen Foods,85.3198,OUT018,2009,,test,1,0.9334195318232653,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU20,19.35,0.035915541,Fruits and Vegetables,119.6098,OUT010,1998,,test,11,1.4641166795077463,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDD22,10.0,0.099630851,Snack Foods,110.0544,OUT035,2004,,test,5,0.9294568172201885,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB55,12.792854228644991,0.281300211,Household,58.4562,OUT019,1985,,test,24,1.6148105872803957,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDN27,20.85,0.03964273,Meat,118.9808,OUT045,2002,,test,7,1.1638572027548557,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD16,20.5,0.036322846,Frozen Foods,76.5696,OUT013,1987,,test,22,0.8740008636290284,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW48,18.0,0.008540823,Baking Goods,78.9618,OUT046,1997,,test,12,1.1239534521061898,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
DRN35,8.01,0.070390053,Hard Drinks,35.0532,OUT045,2002,,test,7,0.9315179242758413,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX25,16.7,0.102214447,Canned,180.7292,OUT049,1999,,test,10,1.334470506191626,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DRD49,9.895,0.168091997,Soft Drinks,236.4564,OUT049,1999,,test,10,1.0006230380421923,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE21,12.792854228644991,0.040173186,Fruits and Vegetables,114.2492,OUT019,1985,,test,24,1.6775683116617774,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDN44,13.15,0.022791301,Fruits and Vegetables,158.692,OUT035,2004,,test,5,0.9988808538317793,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DRC01,5.92,0.019229854,Soft Drinks,47.5692,OUT049,1999,,test,10,0.9310779123541469,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCK30,14.85,0.060978568,Household,252.3698,OUT046,1997,,test,12,0.9296325977137617,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
FDU39,18.85,0.036007962,Meat,58.7562,OUT013,1987,,test,22,0.9982383533474333,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB49,8.3,0.03012626,Baking Goods,98.7384,OUT013,1987,,test,22,0.9534750804496226,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS12,9.1,0.174471667,Baking Goods,125.8362,OUT045,2002,,test,7,0.8765027678986601,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR57,5.675,0.023592684,Snack Foods,156.8288,OUT018,2009,,test,1,1.0031395567773462,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDX22,12.792854228644991,0.022863556,Snack Foods,208.9928,OUT027,1985,,test,24,0.8704928935443006,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDC60,5.425,0.114377142,Baking Goods,90.3514,OUT013,1987,,test,22,0.8740008668428516,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCE42,21.1,0.010618776,Household,232.5958,OUT049,1999,,test,10,1.0388170842258628,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
NCK42,7.475,0.013140426,Household,216.2192,OUT049,1999,,test,10,1.0006230180284776,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
DRE01,10.1,0.168100696,Soft Drinks,242.8512,OUT017,2007,,test,2,0.934890986560642,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE57,9.6,0.036432936,Fruits and Vegetables,141.2154,OUT018,2009,,test,1,1.0031395455278809,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
DRK59,12.792854228644991,0.0,Hard Drinks,234.1616,OUT019,1985,,test,24,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDB10,12.792854228644991,0.066882664,Snack Foods,235.559,OUT027,1985,,test,24,1.0374923946706247,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDQ25,8.63,0.028276692,Canned,173.6422,OUT046,1997,,test,12,0.929632606191718,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY26,20.6,0.030683106,Dairy,210.3244,OUT017,2007,,test,2,0.9348909936785734,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG28,9.285,0.04935691,Frozen Foods,243.6144,OUT049,1999,,test,10,1.1257009187030993,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM14,13.8,0.01328459,Canned,108.4254,OUT049,1999,,test,10,1.000623026631969,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH29,5.51,0.034527402,Health and Hygiene,98.7726,OUT049,1999,,test,10,1.0296709021332735,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDD48,10.395,0.030205578,Baking Goods,114.9176,OUT049,1999,,test,10,0.9310779392108519,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC17,12.15,0.015492081,Frozen Foods,210.3928,OUT045,2002,,test,7,0.9241603494531156,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRH49,12.792854228644991,0.0,Soft Drinks,82.3592,OUT027,1985,,test,24,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FDN44,13.15,0.022888471,Fruits and Vegetables,160.292,OUT018,2009,,test,1,1.0031395511552377,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDC29,8.39,0.02425475,Frozen Foods,114.0176,OUT045,2002,,test,7,1.001095871797982,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRK01,12.792854228644991,0.106915719,Soft Drinks,93.4436,OUT019,1985,,test,24,1.614810592039064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDD48,10.395,0.030329279,Baking Goods,114.2176,OUT017,2007,,test,2,0.9348909856673151,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB59,18.25,0.0,Snack Foods,198.9084,OUT013,1987,,test,22,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDY45,17.5,0.043756539,Snack Foods,252.9356,OUT010,1998,,test,11,1.9609001367027388,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDX60,14.35,0.080578893,Baking Goods,77.996,OUT035,2004,,test,5,0.9988808318099159,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT09,15.15,0.020526251,Snack Foods,131.5284,OUT010,1998,,test,11,1.6043357742267115,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRB24,8.785,0.020661048,Soft Drinks,153.5656,OUT018,2009,,test,1,1.0031395193484254,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDL13,13.85,0.056307919,Breakfast,231.83,OUT035,2004,,test,5,0.874563390784994,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN16,12.6,0.062688433,Frozen Foods,102.599,OUT035,2004,,test,5,0.9221155233388588,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK57,10.195,0.080226072,Snack Foods,121.244,OUT013,1987,,test,22,1.1230181409353264,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDO22,12.792854228644991,0.017772986,Snack Foods,80.296,OUT027,1985,,test,24,1.036428956811609,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDC57,20.1,0.091380052,Fruits and Vegetables,194.482,OUT010,1998,,test,11,1.464116671004218,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDZ13,12.792854228644991,0.152751673,Canned,49.535,OUT027,1985,,test,24,1.0315985504270255,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDW27,5.86,0.150727772,Meat,154.9314,OUT013,1987,,test,22,1.0274027442049152,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX10,6.385,0.0,Snack Foods,36.3874,OUT049,1999,,test,10,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY08,9.395,0.171772109,Fruits and Vegetables,140.4838,OUT018,2009,,test,1,0.8782920652895296,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDA49,19.7,0.065288988,Canned,86.1198,OUT017,2007,,test,2,0.8796766131994959,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC32,18.35,0.099512729,Fruits and Vegetables,94.4462,OUT018,2009,,test,1,0.8782920631995246,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDO04,16.6,0.026532188,Frozen Foods,53.5614,OUT035,2004,,test,5,1.142348519540942,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCZ54,14.65,0.083290021,Household,160.4552,OUT013,1987,,test,22,1.0239137875282212,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDY40,15.5,0.0,Frozen Foods,47.7692,OUT045,2002,,test,7,0.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW36,11.15,0.057048102,Baking Goods,107.4622,OUT045,2002,,test,7,0.9241603477759258,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE11,17.7,0.135860131,Starchy Foods,183.4924,OUT017,2007,,test,2,1.0661832077986084,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
DRE37,13.5,0.094410673,Soft Drinks,189.0872,OUT045,2002,,test,7,1.0296561119122365,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCK19,9.8,0.09097735,Others,193.1478,OUT017,2007,,test,2,0.9348909812312264,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDT19,7.59,0.145013434,Fruits and Vegetables,174.908,OUT035,2004,,test,5,0.9589170820777929,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE56,17.25,0.159518279,Fruits and Vegetables,61.5194,OUT045,2002,,test,7,0.924160344940159,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ57,10.0,0.063209707,Snack Foods,126.6994,OUT010,1998,,test,11,1.7355638577153327,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDB35,12.3,0.064606757,Starchy Foods,93.0804,OUT035,2004,,test,5,0.8745633858837938,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF09,6.215,0.020334777,Fruits and Vegetables,35.3848,OUT010,1998,,test,11,1.5560144300824967,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDO34,17.7,0.029938936,Snack Foods,168.7816,OUT046,1997,,test,12,0.9296326016661881,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA55,17.2,0.056989027,Fruits and Vegetables,225.3088,OUT046,1997,,test,12,0.9222899072603513,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCM18,13.0,0.082826206,Household,60.8194,OUT035,2004,,test,5,0.87456339279255,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDJ20,12.792854228644991,0.175393386,Fruits and Vegetables,122.9388,OUT019,1985,,test,24,1.531537195146144,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
DRQ35,12.792854228644991,0.074046871,Hard Drinks,125.8388,OUT019,1985,,test,24,1.6148105898337826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDG02,7.855,0.011251793,Canned,190.3188,OUT013,1987,,test,22,0.9215223740872546,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCU29,7.685,0.025581232,Health and Hygiene,144.676,OUT018,2009,,test,1,0.8782920680171691,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDL27,12.792854228644991,0.010579468,Meat,63.4826,OUT027,1985,,test,24,1.0316749788651478,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
NCA54,16.5,0.036634668,Household,179.0318,OUT035,2004,,test,5,0.9294568200213797,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDJ32,10.695,0.057781415,Fruits and Vegetables,62.5536,OUT035,2004,,test,5,1.0367074253633786,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB21,12.792854228644991,0.260040407,Fruits and Vegetables,241.9854,OUT019,1985,,test,24,1.798190826748955,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDR46,16.85,0.139391292,Snack Foods,145.976,OUT035,2004,,test,5,0.9589170852087001,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ32,7.785,0.03813275,Fruits and Vegetables,105.4964,OUT046,1997,,test,12,1.027496717798344,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
DRF36,16.1,0.023710661,Soft Drinks,189.4846,OUT017,2007,,test,2,0.9348909803545797,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCU54,8.88,0.099180226,Household,209.827,OUT017,2007,,test,2,0.9348909823210602,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
NCI31,20.0,0.081787178,Others,34.819,OUT017,2007,,test,2,0.9640005198781124,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
DRA59,8.27,0.127903741,Soft Drinks,183.9924,OUT035,2004,,test,5,0.9589170837119245,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCC55,10.695,0.0,Household,37.4848,OUT045,2002,,test,7,0.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
FDE44,14.65,0.172086213,Fruits and Vegetables,49.4692,OUT018,2009,,test,1,1.0320193046050776,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCN26,10.85,0.028796724,Household,115.4808,OUT018,2009,,test,1,1.1755896793855312,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDC11,20.5,0.142013291,Starchy Foods,88.2172,OUT049,1999,,test,10,1.0006230382825683,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV24,5.635,0.0,Baking Goods,149.405,OUT035,2004,,test,5,0.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR40,12.792854228644991,0.014067174,Frozen Foods,80.0618,OUT019,1985,,test,24,1.7996017053638864,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCQ17,10.3,0.117114354,Health and Hygiene,157.763,OUT049,1999,,test,10,0.9559988949321584,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDC46,17.7,0.116778835,Snack Foods,185.0266,OUT045,2002,,test,7,0.9315179209627158,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
